root-laptop_id,child-laptop_id,child_laptop_name,child_laptop_image,child_laptop_link,child_laptop_color,child_laptop_price,special_features
75443,75444,Laptop Gaming Acer Nitro V ANV15-51-58AN-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_9__4_5.png,/laptop-gaming-acer-nitro-v-anv15-51-58an.html?product_id=75444,Đen,16.990.000₫,"['CPU Intel Core i5-13420H cân mọi tựa game từ AAA đến game Esport.', 'GPU GeForce RTX 2050 mới nhất cho đồ họa cực đỉnh, chiến mọi tựa game với mức cài đặt cao.', 'RAM 16 GB DDR5 5200Mhz, khả năng xử lý đa nhiệm và đa tác vụ của máy càng được tăng tốc tối đa.', 'Màn hình 15.6 inch Full HD, tần số quét chuẩn chiến game 144Hz.', 'Ổ cứng\xa0512GB PCIE rộng rãi, lưu mọi tựa game dễ dàng.']"
49568,86461,MacBook Air M2 2022 16GB 256GB 2022 Sạc 30W I Chính hãng Apple Việt Nam-Trắng vàng,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_air_m2_3_1_1_6.png,/macbook-air-m2-2022-16gb.html?product_id=86461,Trắng vàng,21.390.000₫,"['Thiết kế sang trọng, lịch lãm - siêu mỏng 11.3mm, chỉ 1.24kg', 'Hiệu năng hàng đầu - Chip Apple m2, 8 nhân GPU, hỗ trợ tốt các phần mềm như Word, Axel, Adoble Premier', 'Đa nhiệm mượt mà - Ram 16GB, SSD 256GB cho phép vừa làm việc, vừa nghe nhạc', 'Màn hình sắc nét - Độ phân giải 2560 x 1664 cùng độ sáng 500 nits', 'Âm thanh sống động - 4 loa tramg bị công nghệ dolby atmos và âm thanh đa chiều']"
49568,86460,MacBook Air M2 2022 16GB 256GB 2022 Sạc 30W I Chính hãng Apple Việt Nam-Xám,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_air_m2_4_1_1_6.png,/macbook-air-m2-2022-16gb.html?product_id=86460,Xám,21.790.000₫,"['Thiết kế sang trọng, lịch lãm - siêu mỏng 11.3mm, chỉ 1.24kg', 'Hiệu năng hàng đầu - Chip Apple m2, 8 nhân GPU, hỗ trợ tốt các phần mềm như Word, Axel, Adoble Premier', 'Đa nhiệm mượt mà - Ram 16GB, SSD 256GB cho phép vừa làm việc, vừa nghe nhạc', 'Màn hình sắc nét - Độ phân giải 2560 x 1664 cùng độ sáng 500 nits', 'Âm thanh sống động - 4 loa tramg bị công nghệ dolby atmos và âm thanh đa chiều']"
49568,86462,MacBook Air M2 2022 16GB 256GB 2022 Sạc 30W I Chính hãng Apple Việt Nam-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_air_m2_1_1_1_8.png,/macbook-air-m2-2022-16gb.html?product_id=86462,Đen,21.090.000₫,"['Thiết kế sang trọng, lịch lãm - siêu mỏng 11.3mm, chỉ 1.24kg', 'Hiệu năng hàng đầu - Chip Apple m2, 8 nhân GPU, hỗ trợ tốt các phần mềm như Word, Axel, Adoble Premier', 'Đa nhiệm mượt mà - Ram 16GB, SSD 256GB cho phép vừa làm việc, vừa nghe nhạc', 'Màn hình sắc nét - Độ phân giải 2560 x 1664 cùng độ sáng 500 nits', 'Âm thanh sống động - 4 loa tramg bị công nghệ dolby atmos và âm thanh đa chiều']"
49568,86459,MacBook Air M2 2022 16GB 256GB 2022 Sạc 30W I Chính hãng Apple Việt Nam-Bạc,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_air_m2_2_1_1_7.png,/macbook-air-m2-2022-16gb.html?product_id=86459,Bạc,21.790.000₫,"['Thiết kế sang trọng, lịch lãm - siêu mỏng 11.3mm, chỉ 1.24kg', 'Hiệu năng hàng đầu - Chip Apple m2, 8 nhân GPU, hỗ trợ tốt các phần mềm như Word, Axel, Adoble Premier', 'Đa nhiệm mượt mà - Ram 16GB, SSD 256GB cho phép vừa làm việc, vừa nghe nhạc', 'Màn hình sắc nét - Độ phân giải 2560 x 1664 cùng độ sáng 500 nits', 'Âm thanh sống động - 4 loa tramg bị công nghệ dolby atmos và âm thanh đa chiều']"
79551,79552,Laptop Asus Vivobook 14 OLED A1405VA-KM257W-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_16__5_20.png,/laptop-asus-vivobook-14-oled-a1405va-km257w.html?product_id=79552,Đen,16.990.000₫,"['Trang bị bộ vi xử lý Intel Core i5-13500H cung cấp hiệu suất xử lý đa nhiệm mạnh mẽ mọi tác vụ học tập, văn phòng', 'Màn hình 14.0 inch 2.8K OLED mang lại độ sắc nét cao, độ tương phản tuyệt vời và màu sắc sống động, tạo ra trải nghiệm hình ảnh đỉnh cao cho người dùng', '16GB RAM giúp xử lý tác vụ nhanh chóng và mượt mà cùng ổ\xa0cứng SSD PCIe dung lượng lớn 512GB, giúp lưu trữ dữ liệu một cách nhanh chóng và an toàn', 'Trang bị các tính năng tiện ích như webcam, Wifi, Bluetooth, cổng kết nối đa dạng để phục vụ nhu cầu làm việc và giải trí hàng ngày của người dùng']"
100664,100666,Laptop HP 250 G9 AG2K7AT-Bạc,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/p/h/photo_2025-02-18_11-36-08_2__1.jpg,/laptop-hp-250-g9-ag2k7at.html?product_id=100666,Bạc,14.990.000₫,"['Laptop mạnh mẽ với vi xử lý Intel Core i5-1235U, mang đến hiệu suất vượt trội cho công việc và giải trí.', 'Với 16GB RAM, máy có khả năng đa nhiệm mượt mà, giúp người dùng dễ dàng chạy nhiều ứng dụng cùng lúc.', 'Ổ cứng SSD 512GB PCIe cung cấp không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu nhanh chóng.', 'Màn hình 15.6 inch Full HD cho hình ảnh sắc nét và rõ ràng, rất phù hợp cho việc xem phim và làm việc.']"
28229,79939,Apple MacBook Air M1 256GB 2020 I Chính hãng Apple Việt Nam -Vàng,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/g/o/gold_1_5.png,/macbook-air-2020-m1.html?product_id=79939,Vàng,15.990.000₫,"['Phù hợp cho lập trình viên, thiết kế đồ họa 2D, dân văn phòng', 'Hiệu năng vượt trội - Cân mọi tác vụ từ word, exel đến chỉnh sửa ảnh trên các phần mềm như AI, PTS', 'Đa nhiệm mượt mà - Ram 8GB cho phép vừa mở trình duyệt để tra cứu thông tin, vừa làm việc trên phần mềm', 'Trang bị SSD 256GB - Cho thời gian khởi động nhanh chóng, tối ưu hoá thời gian load ứng dụng', 'Chất lượng hình ảnh sắc nét - Màn hình Retina cao cấp cùng công nghệ TrueTone cân bằng màu sắc', 'Thiết kế sang trọng - Nặng chỉ 1.29KG, độ dày 16.1mm. Tiện lợi mang theo mọi nơi']"
28229,28230,Apple MacBook Air M1 256GB 2020 Chính Hãng Apple Việt Nam-Bạc,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook-air-silver-select-201810_1.jpg,/macbook-air-2020-m1.html?product_id=28230,Bạc,15.990.000₫,"['Phù hợp cho lập trình viên, thiết kế đồ họa 2D, dân văn phòng', 'Hiệu năng vượt trội - Cân mọi tác vụ từ word, exel đến chỉnh sửa ảnh trên các phần mềm như AI, PTS', 'Đa nhiệm mượt mà - Ram 8GB cho phép vừa mở trình duyệt để tra cứu thông tin, vừa làm việc trên phần mềm', 'Trang bị SSD 256GB - Cho thời gian khởi động nhanh chóng, tối ưu hoá thời gian load ứng dụng', 'Chất lượng hình ảnh sắc nét - Màn hình Retina cao cấp cùng công nghệ TrueTone cân bằng màu sắc', 'Thiết kế sang trọng - Nặng chỉ 1.29KG, độ dày 16.1mm. Tiện lợi mang theo mọi nơi']"
28229,28232,Apple MacBook Air M1 256GB 2020 Chính Hãng Apple Việt Nam-Xám,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook-air-space-gray-select-201810_1.jpg,/macbook-air-2020-m1.html?product_id=28232,Xám,15.990.000₫,"['Phù hợp cho lập trình viên, thiết kế đồ họa 2D, dân văn phòng', 'Hiệu năng vượt trội - Cân mọi tác vụ từ word, exel đến chỉnh sửa ảnh trên các phần mềm như AI, PTS', 'Đa nhiệm mượt mà - Ram 8GB cho phép vừa mở trình duyệt để tra cứu thông tin, vừa làm việc trên phần mềm', 'Trang bị SSD 256GB - Cho thời gian khởi động nhanh chóng, tối ưu hoá thời gian load ứng dụng', 'Chất lượng hình ảnh sắc nét - Màn hình Retina cao cấp cùng công nghệ TrueTone cân bằng màu sắc', 'Thiết kế sang trọng - Nặng chỉ 1.29KG, độ dày 16.1mm. Tiện lợi mang theo mọi nơi']"
87098,87099,Laptop Acer Aspire Lite AL16-51P-55N7 NX.KX0SV.001-Xám,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_3__5_62.png,/laptop-acer-aspire-lite-al16-51p-55n7.html?product_id=87099,Xám,13.290.000₫,"['Sở hữu bộ vi xử lý Intel Core i5-1235U, đáp ứng tốt các tác vụ văn phòng và trải nghiệm đa phương tiện.', 'Với 16GB RAM DDR5 và ổ SSD PCIe 512GB, máy mang lại hiệu suất vượt trội, khởi động nhanh và tải ứng dụng mượt mà.', 'Màn hình 16 inch WUXGA cung cấp chất lượng hiển thị sắc nét và góc nhìn rộng, phù hợp cho các tác vụ văn phòng và giải trí.', 'Thiết kế gọn nhẹ, chỉ 1.8 kg giúp máy trở thành người bạn đồng hành lý tưởng cho di chuyển.']"
78296,94501,MacBook Air M3 13 inch 2024 8CPU 8GPU 16GB - 256GB sạc 30W | Chính hãng Apple Việt Nam-Xám,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/b/mba13-m3-spacegray-gallery1-2024_2.png,/macbook-air-m3-13-inch-2024-16gb-256gb.html?product_id=94501,Xám,24.690.000₫,"['Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình', 'Màn hình Liquid Retina 13,6 inch - Màu sắc hiển thị rực rỡ, sắc nét', 'Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi', 'Hỗ trợ sạc 30W - Nhanh chóng nạp đầy pin khi bạn cần']"
78296,94504,MacBook Air M3 13 inch 2024 8CPU 8GPU 16GB - 256GB sạc 30W | Chính hãng Apple Việt Nam-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook-air-m3-13-inch-2024_1__4_3.png,/macbook-air-m3-13-inch-2024-16gb-256gb.html?product_id=94504,Đen,24.690.000₫,"['Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình', 'Màn hình Liquid Retina 13,6 inch - Màu sắc hiển thị rực rỡ, sắc nét', 'Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi', 'Hỗ trợ sạc 30W - Nhanh chóng nạp đầy pin khi bạn cần']"
78296,94503,MacBook Air M3 13 inch 2024 8CPU 8GPU 16GB - 256GB sạc 30W | Chính hãng Apple Việt Nam-Trắng vàng,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/b/mba13-m3-starlight-gallery1-2024_1.png,/macbook-air-m3-13-inch-2024-16gb-256gb.html?product_id=94503,Trắng vàng,24.690.000₫,"['Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình', 'Màn hình Liquid Retina 13,6 inch - Màu sắc hiển thị rực rỡ, sắc nét', 'Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi', 'Hỗ trợ sạc 30W - Nhanh chóng nạp đầy pin khi bạn cần']"
78296,94502,MacBook Air M3 13 inch 2024 8CPU 8GPU 16GB - 256GB sạc 30W | Chính hãng Apple Việt Nam-Bạc,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/b/mba13-m3-silver-gallery1-202402_3.png,/macbook-air-m3-13-inch-2024-16gb-256gb.html?product_id=94502,Bạc,24.690.000₫,"['Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình', 'Màn hình Liquid Retina 13,6 inch - Màu sắc hiển thị rực rỡ, sắc nét', 'Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi', 'Hỗ trợ sạc 30W - Nhanh chóng nạp đầy pin khi bạn cần']"
93958,93963,Mac mini M4 2024 10CPU 10GPU 16GB 256GB | Chính hãng Apple Việt Nam-Bạc,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/v/n/vn_mac_studio_m2_pdp_image_position_5_2.jpg,/mac-mini-m4-2024-16gb-256gb.html?product_id=93963,Bạc,14.290.000₫,"['Chip M4 tích hợp mang đến hiệu năng vượt trội cho công việc sáng tạo và giải trí.', 'Hiệu suất đồ họa ấn tượng giúp xử lý đồ họa mượt mà, đáp ứng tốt nhu cầu chỉnh sửa video, thiết kế đồ họa và chơi game ở mức độ cao.', '16GB RAM cho phép đa nhiệm mượt mà, ổ cứng 256GB SSD cung cấp tốc độ truy xuất dữ liệu nhanh chóng.', 'Thiết kế nhỏ gọn, tinh tế phù hợp với bất kỳ không gian làm việc nào.']"
82905,82906,Laptop Asus TUF Gaming F15 FX507ZC4-HN095W-Xám,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_9_8.png,/laptop-asus-tuf-gaming-f15-fx507zc4-hn095w.html?product_id=82906,Xám,19.790.000₫,"['Bộ vi xử lý Intel Core i5-12500H cho hiệu năng mạnh mẽ để chơi game mượt mà, xử lý các tác vụ đa nhiệm và sáng tạo nội dung.', 'Màn hình 15.6 inch với tần số quét 144Hz cho hình ảnh chuyển động mượt mà, giảm thiểu hiện tượng xé hình và giật lag, mang đến trải nghiệm chơi game tuyệt vời.', 'Hệ thống âm thanh 2 loa với công nghệ Dolby Atmos cho âm thanh sống động và chi tiết, mang đến trải nghiệm giải trí và chơi game tuyệt vời.', 'Ổ cứng SSD có dung lượng lưu trữ 512GB kèm tốc độ đọc/ghi dữ liệu cực cao, tải tựa game chỉ trong giây lát để bạn tận hưởng.']"
94083,94086,MacBook Pro 14 M4 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_pro_14-inch_m4_chip_space_black_pdp_image_position_1__vn-vi.jpg,/macbook-pro-14-inch-m4-16gb-512gb.html?product_id=94086,Đen,39.590.000₫,"['Cung cấp hiệu năng mạnh mẽ với 10 nhân CPU và 10 nhân GPU, đáp ứng tốt nhu cầu công việc hàng ngày và các tác vụ sáng tạo cơ bản.', 'RAM 16GB đủ dùng cho đa số người dùng, cho phép chạy nhiều ứng dụng cùng lúc mà không gặp quá nhiều vấn đề về hiệu năng.', 'Ổ cứng SSD 512GB tốc độ cao, giúp khởi động máy và mở ứng dụng nhanh chóng.', 'Màn hình Liquid Retina XDR 14.2 inch sắc nét với công nghệ ProMotion, mang lại trải nghiệm hình ảnh mượt mà và sống động.']"
94083,94085,MacBook Pro 14 M4 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam-Bạc,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook_pro_14-inch_m4_chip_silver_pdp_image_position_1__vn-vi.jpg,/macbook-pro-14-inch-m4-16gb-512gb.html?product_id=94085,Bạc,39.590.000₫,"['Cung cấp hiệu năng mạnh mẽ với 10 nhân CPU và 10 nhân GPU, đáp ứng tốt nhu cầu công việc hàng ngày và các tác vụ sáng tạo cơ bản.', 'RAM 16GB đủ dùng cho đa số người dùng, cho phép chạy nhiều ứng dụng cùng lúc mà không gặp quá nhiều vấn đề về hiệu năng.', 'Ổ cứng SSD 512GB tốc độ cao, giúp khởi động máy và mở ứng dụng nhanh chóng.', 'Màn hình Liquid Retina XDR 14.2 inch sắc nét với công nghệ ProMotion, mang lại trải nghiệm hình ảnh mượt mà và sống động.']"
79238,79241,Laptop Asus Vivobook 15 X1504ZA-NJ517W-Bạc,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_7_51.png,/laptop-asus-vivobook-15-x1504za-nj517w.html?product_id=79241,Bạc,13.990.000₫,"['Trang bị vi xử lý Intel Core i5-1235U, cùng với card đồ họa tích hợp Intel Iris Xe Graphics, mang lại hiệu suất mạnh mẽ cho mọi nhu cầu từ công việc đến giải trí', 'Màn hình FHD 15.6 inch với độ sáng 250 nits và độ phủ màu 45% NTSC, mang lại hình ảnh sắc nét và sống động', 'Công nghệ âm thanh SonicMaster, cùng với loa tích hợp và micrô mảng, tạo ra trải nghiệm âm thanh vượt trội', 'Bảo mật với cảm biến vân tay tích hợp vào touchpad hỗ trợ mở máy chỉ với một chạm', 'Pin 42WHrs cho thời lượng sử dụng lâu dài, không bị gián đoạn trong công việc hoặc giải trí']"
65165,65169,Laptop MSI Modern 14 C12MO-660VN-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_5_17.png,/laptop-msi-modern-14-c12mo-660vn.html?product_id=65169,Đen,11.590.000₫,"['Thiết kế gọn nhẹ chỉ 1.4kg cơ động sẵn sàng theo bạn đi khắp nơi', 'CPU\xa0Intel Core i5-1235U giải quyết nhanh gọn mọi tác vụ văn phòng', 'RAM 16GB kết hợp ổ cứng\xa0512GB SSD cho hiệu suất nhanh chóng, lưu trữ thoải mái', 'Màn hình 14 inch Full HD cùng tấm nền IPS cho khả năng hiển thị sắc nét']"
73000,73001,Macbook Pro 16 M3 Max 48GB - 1TB | Chính hãng Apple Việt Nam-Bạc,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook-pro-16-inch-m3-pro-2023-36gb-512gb_1__7.png,/macbook-pro-16-inch-m3-max-2023-48gb-1tb.html?product_id=73001,Bạc,83.990.000₫,"['Trang bị chip M3 Max mạnh mẽ, xử lý mượt mà mọi tác vụ từ đồ họa phức tạp đến dựng phim chuyên nghiệp.', 'RAM 48GB và ổ cứng 1TB SSD cho khả năng đa nhiệm vượt trội và không gian lưu trữ rộng lớn.', 'Màn hình 16 inch tận hưởng trải nghiệm hình ảnh tuyệt đẹp với độ phân giải cao, màu sắc chính xác và độ tương phản ấn tượng.', 'Thiết kế sang trọng, bền bỉ, vỏ chắc chắn, bàn phím Magic Keyboard thoải mái và Touch Bar tiện lợi.']"
73000,73002,Macbook Pro 16 M3 Max 48GB - 1TB | Chính hãng Apple Việt Nam-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/macbook-pro-16-inch-m3-pro-2023-36gb-512gb_2__7.png,/macbook-pro-16-inch-m3-max-2023-48gb-1tb.html?product_id=73002,Đen,83.990.000₫,"['Trang bị chip M3 Max mạnh mẽ, xử lý mượt mà mọi tác vụ từ đồ họa phức tạp đến dựng phim chuyên nghiệp.', 'RAM 48GB và ổ cứng 1TB SSD cho khả năng đa nhiệm vượt trội và không gian lưu trữ rộng lớn.', 'Màn hình 16 inch tận hưởng trải nghiệm hình ảnh tuyệt đẹp với độ phân giải cao, màu sắc chính xác và độ tương phản ấn tượng.', 'Thiết kế sang trọng, bền bỉ, vỏ chắc chắn, bàn phím Magic Keyboard thoải mái và Touch Bar tiện lợi.']"
42449,42450,Laptop Gaming Acer Nitro 5 Tiger AN515 58 52SP-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/2/8/28_1_18.jpg,/laptop-gaming-acer-nitro-5-tiger-an515-58-52sp.html?product_id=42450,Đen,18.490.000₫,"['Chip Core i5-12500H cùng card rời RTX 3050 cho khả năng chiến các tựa game nặng, chỉnh sửa hình ảnh trên PTS, Render video ngắn mượt mà.', 'Ram 8GB+8GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà.', 'Màn hình 15.6 inch độ phân giải Full HD, mang lại chất lượng hiển thị sắc nét.', 'Công nghệ âm thanh DTS X:Ultra Audio, Acer Purified, Acer TrueHarmony - mang lại trải nghiệm giải trí chân thật.', 'Bàn phím được tích hợp đèn - Thoả sức làm việc trong môi trường thiếu sáng']"
95111,95113,MacBook Air M3 15 inch 2024 8CPU 10GPU 24GB 512GB Sạc 35W | Chính hãng Apple Việt Nam-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/b/mba13-m3-midnight-gallery1-20240_5.png,/macbook-air-15-m3-24gb-512gb-2024-35w.html?product_id=95113,Đen,35.490.000₫,"['Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình', 'Màn hình Liquid Retina 15.3 inch - Màu sắc hiển thị rực rỡ, sắc nét', 'Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi', 'Hỗ trợ sạc nhanh chóng nạp đầy pin khi bạn cần']"
95111,95114,MacBook Air M3 15 inch 2024 8CPU 10GPU 24GB 512GB Sạc 35W | Chính hãng Apple Việt Nam-Trắng vàng,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/b/mba13-m3-starlight-gallery1-2024_4.png,/macbook-air-15-m3-24gb-512gb-2024-35w.html?product_id=95114,Trắng vàng,35.490.000₫,"['Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình', 'Màn hình Liquid Retina 15.3 inch - Màu sắc hiển thị rực rỡ, sắc nét', 'Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi', 'Hỗ trợ sạc nhanh chóng nạp đầy pin khi bạn cần']"
95111,95115,MacBook Air M3 15 inch 2024 8CPU 10GPU 24GB 512GB Sạc 35W | Chính hãng Apple Việt Nam-Xám,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/b/mba13-m3-spacegray-gallery1-2024_5.png,/macbook-air-15-m3-24gb-512gb-2024-35w.html?product_id=95115,Xám,35.490.000₫,"['Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình', 'Màn hình Liquid Retina 15.3 inch - Màu sắc hiển thị rực rỡ, sắc nét', 'Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi', 'Hỗ trợ sạc nhanh chóng nạp đầy pin khi bạn cần']"
95111,95112,MacBook Air M3 15 inch 2024 8CPU 10GPU 24GB 512GB Sạc 35W | Chính hãng Apple Việt Nam-Bạc,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/b/mba13-m3-silver-gallery1-202402_7.png,/macbook-air-15-m3-24gb-512gb-2024-35w.html?product_id=95112,Bạc,35.490.000₫,"['Sức mạnh xử lý hàng đầu trên chip Apple M3 - Cân tốt mọi tác vụ từ đồ hoạ đến lập trình', 'Màn hình Liquid Retina 15.3 inch - Màu sắc hiển thị rực rỡ, sắc nét', 'Camera FaceTime HD 1080p - Đàm thoại, hội họp mọi lúc mọi nơi', 'Hỗ trợ sạc nhanh chóng nạp đầy pin khi bạn cần']"
71865,71866,Laptop Acer Gaming Aspire 7 A715-76-53PJ-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_6_19.png,/laptop-acer-gaming-aspire-7-a715-76-53pj.html?product_id=71866,Đen,13.990.000₫,"['CPU Intel Core i5-12450H dễ dàng xử lý mọi tác vụ làm việc học tập, làm việc thường ngày.', 'RAM 16GB DDR4 cùng ổ cứng dung lượng 512GB PCIe NVMe SSD có tốc độ đọc ghi siêu cao, thời gian mở máy, truy cập tệp, copy tệp,... nhanh chóng.', 'Màn hình 15.6 inch Full HD cho không gian trải nghiệm nội dung tương đối rộng rãi, màu sắc rõ nét.', 'Công nghệ Acer ComfyView bảo vệ đôi mắt của bạn khỏi những tác động tiêu cực từ ánh sáng màn hình.']"
99127,99129,Laptop HP Victus 15-FA1139TX 8Y6W3PA-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_11__5_170.png,/laptop-hp-victus-15-fa1139tx-8y6w3pa.html?product_id=99129,Đen,16.790.000₫,"['Được trang bị chip Intel Core i5-12450H, laptop này mang lại hiệu suất mượt mà cho các tác vụ đa nhiệm và chơi game.', 'Với RAM 16GB và ổ cứng SSD 512GB PCIe, người dùng có thể lưu trữ nhiều dữ liệu và mở nhiều ứng dụng cùng lúc mà không lo về tốc độ.', 'Màn hình 15.6 inch FHD với tần số quét 144Hz cho trải nghiệm hình ảnh sắc nét và mượt mà, rất phù hợp cho game thủ.', 'Trang bị card đồ họa RTX 2050 4GB, laptop hỗ trợ xử lý đồ họa tốt cho các trò chơi và ứng dụng thiết kế.']"
75064,75068,Laptop Dell Inspiron 15 3520-5810BLK 102F0-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_6_40.png,/laptop-dell-inspiron-15-3520-5810blk-102f0.html?product_id=75068,Đen,12.490.000₫,"['Thiết kế đơn giản, trẻ trung với tone màu đen bao phủ.', 'Màn hình cảm ứng 15.6 inch Full HD cho trải nghiệm hình ảnh vô cùng sắc nét.', 'CPU Intel core i5-1155G7 cùng 8 GB RAM DDR4 xử lý mượt các tác vụ văn phòng: Word, Excel,...', 'Card đồ họa\xa0Intel Iris Xe\xa0Graphics\xa0hỗ trợ chỉnh ảnh đơn giản.', 'Không gian lưu trữ vừa phải với ổ cứng 256 GB SSD.']"
88377,88378,Laptop Dell Inspiron 15 3520 6HD73-Đen,https://cdn2.cellphones.com.vn/insecure/rs:fill:50:50/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_88__1_4.png,/laptop-dell-inspiron-15-3520-6hd73.html?product_id=88378,Đen,17.990.000₫,"['Laptop Dell Inspiron 15 3520 với hiệu năng mạnh mẽ từ CPU Intel Core i7-1255U 10 nhân 12 luồng.', 'Màn hình 15.6 inch FHD cho hình ảnh sắc nét, sống động.', 'RAM 16GB DDR4 và SSD 512GB PCIe NVMe cho khả năng đa nhiệm và khởi động nhanh chóng.', 'Thiết kế thanh lịch, gọn nhẹ, phù hợp cho công việc và học tập.']"
